phylum	class	order	family	genus	species
Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	Acidobacterium	Acidobacterium capsulatum
Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Terriglobus	Terriglobus aquaticus
Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Terriglobus	Terriglobus albidus
Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Terriglobus	Terriglobus sp.
Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Acidipila	Acidipila rosea
Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Edaphobacter	Edaphobacter dinghuensis
Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Occallatibacter	Occallatibacter riparius
Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Occallatibacter	Occallatibacter savannae
Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Acidipila	Acidipila dinghuensis
Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Terracidiphilus	Terracidiphilus gabretensis
Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Silvibacterium	Silvibacterium bohemicum
Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Acidicapsa	Acidicapsa ferrireducens
Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Acidicapsa	Acidicapsa acidiphila
Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Granulicella	Granulicella acidiphila
Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Edaphobacter	Edaphobacter lichenicola
Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Granulicella	Granulicella sibirica
Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Edaphobacter	Edaphobacter modestus
Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Edaphobacter	Edaphobacter aggregans
Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Terriglobus	Terriglobus roseus
Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Terriglobus	Terriglobus saanensis
Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Granulicella	Granulicella rosea
Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Granulicella	Granulicella pectinivorans
Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Granulicella	Granulicella aggregans
Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Granulicella	Granulicella paludicola
Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Telmatobacter	Telmatobacter bradus
Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Bryocella	Bryocella elongata
Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Acidicapsa	Acidicapsa borealis
Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Acidicapsa	Acidicapsa ligni
Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Granulicella	Granulicella arctica
Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Granulicella	Granulicella mallensis
Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Granulicella	Granulicella sapmiensis
Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Granulicella	Granulicella tundricola
Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Acidobacterium	Acidobacterium sp.
Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Terriglobus	Terriglobus tenax
Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Granulicella	Granulicella cerasi
Acidobacteria	Acidobacteriia	Acidobacteriales		Solibacter	Solibacter usitatus
Acidobacteria	Acidobacteriia	Actinomycetales	Acidobacteriaceae	Acidobacterium	Acidobacterium ailaaui
Acidobacteria	Blastocatellia	Blastocatellales	Arenimicrobiaceae	Brevitalea	Brevitalea aridisoli
Acidobacteria	Blastocatellia	Blastocatellales	Arenimicrobiaceae	Brevitalea	Brevitalea deliciosa
Acidobacteria	Blastocatellia	Blastocatellales	Arenimicrobiaceae	Arenimicrobium	Arenimicrobium luteum
Acidobacteria	Blastocatellia	Blastocatellales	Blastocatellaceae	Stenotrophobacter	Stenotrophobacter namibiensis
Acidobacteria	Blastocatellia	Blastocatellales	Blastocatellaceae	Stenotrophobacter	Stenotrophobacter roseus
Acidobacteria	Blastocatellia	Blastocatellales	Blastocatellaceae	Stenotrophobacter	Stenotrophobacter terrae
Acidobacteria	Blastocatellia	Blastocatellales	Blastocatellaceae	Tellurimicrobium	Tellurimicrobium multivorans
Acidobacteria	Blastocatellia	Blastocatellales	Blastocatellaceae	Blastocatella	Blastocatella fastidiosa
Acidobacteria	Blastocatellia	Blastocatellales	Blastocatellaceae	Aridibacter	Aridibacter famidurans
Acidobacteria	Blastocatellia	Blastocatellales	Blastocatellaceae	Aridibacter	Aridibacter kavangonensis
Acidobacteria	Holophagae	Acanthopleuribacterales	Acanthopleuribacteraceae	Acanthopleuribacter	Acanthopleuribacter pedis
Acidobacteria	Holophagae	Holophagales	Holophagaceae	Holophaga	Holophaga foetida
Acidobacteria	Holophagae	Holophagales	Holophagaceae	Geothrix	Geothrix fermentans
Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidimicrobium	Acidimicrobium ferrooxidans
Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Ferrimicrobium	Ferrimicrobium acidiphilum
Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Ferrithrix	Ferrithrix thermotolerans
Actinobacteria	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Iamia	Iamia majanohamensis
Actinobacteria	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Aquihabitans	Aquihabitans daechungensis
Actinobacteria	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	Ilumatobacter	Ilumatobacter fluminis
Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobiaceae	Aciditerrimonas	Aciditerrimonas ferrireducens
Actinobacteria	Actinobacteria	Actinomycetales		Allonocardiopsis	Allonocardiopsis opalescens
Actinobacteria	Actinobacteria	Actinomycetales		Sinosporangium	Sinosporangium album
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinotignum	Actinotignum sanguinis
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces bowdenii
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Arcanobacterium	Arcanobacterium pinnipediorum
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinobaculum	Actinobaculum massiliae
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces polynesiensis
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Varibaculum	Varibaculum sp.
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces haliotis
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces vulturis
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces liubingyangii
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Arcanobacterium	Arcanobacterium wilhelmae
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces gaoshouyii
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces sp.
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces tangfeifanii
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinobaculum	Actinomyces suis
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinotignum	Actinobaculum schaalii
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinotignum	Actinobaculum urinale
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces bovis
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces denticolens
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces israelii
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces naeslundii
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	Actinomyces odontolyticus
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces viscosus
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces gerencseriae
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Buchananella	Buchananella hordeovulneris
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	Actinomyces meyeri
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	Actinomyces georgiae
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Winkia	Actinomyces neuii subsp. anitratus
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Winkia	Actinomyces neuii subsp. neuii
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	Actinomyces radingae
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	Actinomyces turicensis
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	Actinomyces hyovaginalis
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Gleimia	Actinomyces europaeus
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Boudabousia	Actinomyces marimammalium
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces catuli
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces radicidentis
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Gleimia	Actinomyces coleocanis
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	Actinomyces funkei
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Pauljensenia	Actinomyces hongkongensis
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	Actinomyces cardiffensis
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces dentalis
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces johnsonii
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces oris
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces massiliensis
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces timonensis
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Gleimia	Actinomyces hominis
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	Actinomyces naturae
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces weissii
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Arcanobacterium	Corynebacterium haemolyticum
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Arcanobacterium	Arcanobacterium phocae
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Arcanobacterium	Arcanobacterium pluranimalium
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Arcanobacterium	Arcanobacterium hippocoleae
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Arcanobacterium	Arcanobacterium canis
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Mobiluncus	Falcivibrio grandis
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Mobiluncus	Falcivibrio vaginalis
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Mobiluncus	Mobiluncus curtisii subsp. curtisii
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Varibaculum	Varibaculum cambriensis
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Trueperella	Actinomyces pyogenes
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Trueperella	Actinomyces bernardiae
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Trueperella	Arcanobacterium bialowiezense
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Trueperella	Arcanobacterium bonasi
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Trueperella	Arcanobacterium abortisuis
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Arcanobacterium	Arcanobacterium phocisimile
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces ruminicola
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Flaviflexus	Flaviflexus huanghaiensis
Actinobacteria	Actinobacteria	Actinomycetales	Actinopolymorphaceae	Tenggerimyces	Tenggerimyces mesophilus
Actinobacteria	Actinobacteria	Actinomycetales	Actinopolymorphaceae	Tenggerimyces	Tenggerimyces flavus
Actinobacteria	Actinobacteria	Actinomycetales	Actinopolymorphaceae	Actinopolymorpha	Actinopolymorpha singaporensis
Actinobacteria	Actinobacteria	Actinomycetales	Actinopolymorphaceae	Actinopolymorpha	Actinopolymorpha cephalotaxi
Actinobacteria	Actinobacteria	Actinomycetales	Actinopolymorphaceae	Actinopolymorpha	Actinopolymorpha pittospori
Actinobacteria	Actinobacteria	Actinomycetales	Actinopolymorphaceae	Thermasporomyces	Thermasporomyces composti
Actinobacteria	Actinobacteria	Actinomycetales	Actinopolymorphaceae	Flindersiella	Flindersiella endophytica
Actinobacteria	Actinobacteria	Actinomycetales	Actinopolysporaceae	Actinopolyspora	Actinopolyspora biskrensis
Actinobacteria	Actinobacteria	Actinomycetales	Actinopolysporaceae	Actinopolyspora	Actinopolyspora halophila
Actinobacteria	Actinobacteria	Actinomycetales	Actinopolysporaceae	Actinopolyspora	Actinopolyspora mortivallis
Actinobacteria	Actinobacteria	Actinomycetales	Actinopolysporaceae	Actinopolyspora	Actinopolyspora sp.
Actinobacteria	Actinobacteria	Actinomycetales	Actinopolysporaceae	Actinopolyspora	Actinopolyspora algeriensis
Actinobacteria	Actinobacteria	Actinomycetales	Actinopolysporaceae	Actinopolyspora	Actinopolyspora salina
Actinobacteria	Actinobacteria	Actinomycetales	Actinopolysporaceae	Actinopolyspora	Actinopolyspora alba
Actinobacteria	Actinobacteria	Actinomycetales	Actinopolysporaceae	Actinopolyspora	Actinopolyspora erythraea
Actinobacteria	Actinobacteria	Actinomycetales	Actinopolysporaceae	Actinopolyspora	Actinopolyspora xinjiangensis
Actinobacteria	Actinobacteria	Actinomycetales	Actinopolysporaceae	Actinopolyspora	Actinopolyspora saharensis
Actinobacteria	Actinobacteria	Actinomycetales	Actinopolysporaceae	Actinopolyspora	Actinopolyspora lacussalsi
Actinobacteria	Actinobacteria	Actinomycetales	Actinopolysporaceae	Actinopolyspora	Actinopolyspora mzabensis
Actinobacteria	Actinobacteria	Actinomycetales	Actinopolysporaceae	Actinopolyspora	Actinopolyspora righensis
Actinobacteria	Actinobacteria	Actinomycetales	Actinopolysporaceae	Halopolyspora	Halopolyspora alba
Actinobacteria	Actinobacteria	Actinomycetales	Actinospicaceae	Actinospica	Actinospica durhamensis
Actinobacteria	Actinobacteria	Actinomycetales	Actinospicaceae	Actinospica	Actinospica acidiphila
Actinobacteria	Actinobacteria	Actinomycetales	Actinospicaceae	Actinospica	Actinospica robiniae
Actinobacteria	Actinobacteria	Actinomycetales	Beutenbergiaceae	Salana	Salana multivorans
Actinobacteria	Actinobacteria	Actinomycetales	Beutenbergiaceae	Beutenbergia	Beutenbergia cavernae
Actinobacteria	Actinobacteria	Actinomycetales	Beutenbergiaceae	Serinibacter	Serinibacter salmoneus
Actinobacteria	Actinobacteria	Actinomycetales	Bogoriellaceae	Georgenia	Georgenia sp.
Actinobacteria	Actinobacteria	Actinomycetales	Bogoriellaceae	Georgenia	Georgenia deserti
Actinobacteria	Actinobacteria	Actinomycetales	Bogoriellaceae	Bogoriella	Bogoriella caseilytica
Actinobacteria	Actinobacteria	Actinomycetales	Bogoriellaceae	Georgenia	Georgenia muralis
Actinobacteria	Actinobacteria	Actinomycetales	Bogoriellaceae	Georgenia	Georgenia thermotolerans
Actinobacteria	Actinobacteria	Actinomycetales	Bogoriellaceae	Georgenia	Georgenia soli
Actinobacteria	Actinobacteria	Actinomycetales	Bogoriellaceae	Georgenia	Georgenia daeguensis
Actinobacteria	Actinobacteria	Actinomycetales	Bogoriellaceae	Georgenia	Oceanitalea nanhaiensis
Actinobacteria	Actinobacteria	Actinomycetales	Bogoriellaceae	Georgenia	Georgenia sediminis
Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Brevibacterium	Brevibacterium jeotgali
Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Brevibacterium	Brevibacterium casei
Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Brevibacterium	Brevibacterium sp.
Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Brevibacterium	Brevibacterium sediminis
Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Brevibacterium	Brevibacterium epidermidis
Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Brevibacterium	Chromobacterium iodinum
Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Brevibacterium	Brevibacterium linens
Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Brevibacterium	Brevibacterium massiliense
Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Brevibacterium	Brevibacterium frigoritolerans
Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Brevibacterium	Brevibacterium mcbrellneri
Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Brevibacterium	Brevibacterium otitidis
Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Brevibacterium	Brevibacterium paucivorans
Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Brevibacterium	Brevibacterium sanguinis
Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Brevibacterium	Brevibacterium avium
Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Brevibacterium	Brevibacterium luteolum
Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Brevibacterium	Brevibacterium picturae
Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Brevibacterium	Brevibacterium celere
Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Brevibacterium	Brevibacterium antiquum
Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Brevibacterium	Brevibacterium aurantiacum
Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Brevibacterium	Brevibacterium permense
Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Brevibacterium	Brevibacterium samyangense
Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Brevibacterium	Brevibacterium oceani
Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Brevibacterium	Brevibacterium marinum
Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Brevibacterium	Brevibacterium pityocampae
Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Brevibacterium	Brevibacterium sandarakinum
Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Brevibacterium	Brevibacterium salitolerans
Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Corynebacterium	Brevibacterium divaricatum
Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Brevibacterium	Brevibacterium siliguriense
Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Brevibacterium	Brevibacterium yomogidense
Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Brevibacterium	Brevibacterium senegalense
Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Brevibacterium	Brevibacterium daeguense
Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Spelaeicoccus	Spelaeicoccus albus
Actinobacteria	Actinobacteria	Actinomycetales	Catenulisporaceae	Catenulispora	Catenulispora acidiphila
Actinobacteria	Actinobacteria	Actinomycetales	Catenulisporaceae	Catenulispora	Catenulispora rubra
Actinobacteria	Actinobacteria	Actinomycetales	Catenulisporaceae	Catenulispora	Catenulispora subtropica
Actinobacteria	Actinobacteria	Actinomycetales	Catenulisporaceae	Catenulispora	Catenulispora yoronensis
Actinobacteria	Actinobacteria	Actinomycetales	Catenulisporaceae	Catenulispora	Catenulispora graminis
Actinobacteria	Actinobacteria	Actinomycetales	Cellulomonadaceae	Pseudactinotalea	Actinotalea suaedae
Actinobacteria	Actinobacteria	Actinomycetales	Cellulomonadaceae	Cellulomonas	Cellulomonas sp.
Actinobacteria	Actinobacteria	Actinomycetales	Cellulomonadaceae	Pseudactinotalea	Pseudactinotalea terrae
Actinobacteria	Actinobacteria	Actinomycetales	Cellulomonadaceae	Cellulomonas	Cellulomonas biazotea
Actinobacteria	Actinobacteria	Actinomycetales	Cellulomonadaceae	Cellulomonas	Cellulomonas cellasea
Actinobacteria	Actinobacteria	Actinomycetales	Cellulomonadaceae	Cellulomonas	Cellulomonas fimi
Actinobacteria	Actinobacteria	Actinomycetales	Cellulomonadaceae	Cellulomonas	Cellulomonas flavigena
Actinobacteria	Actinobacteria	Actinomycetales	Cellulomonadaceae	Cellulomonas	Cellulomonas subalbus
Actinobacteria	Actinobacteria	Actinomycetales	Cellulomonadaceae	Cellulomonas	Cellulomonas uda
Actinobacteria	Actinobacteria	Actinomycetales	Cellulomonadaceae	Cellulomonas	Actinomyces humiferus
Actinobacteria	Actinobacteria	Actinomycetales	Cellulomonadaceae	Cellulomonas	Cellulomonas hominis
Actinobacteria	Actinobacteria	Actinomycetales	Cellulomonadaceae	Cellulomonas	Cellulomonas pakistanensis
Actinobacteria	Actinobacteria	Actinomycetales	Cellulomonadaceae	Cellulomonas	Cellulomonas persica
Actinobacteria	Actinobacteria	Actinomycetales	Cellulomonadaceae	Cellulomonas	Cellulomonas iranensis
Actinobacteria	Actinobacteria	Actinomycetales	Cellulomonadaceae	Cellulomonas	Cellulomonas denverensis
Actinobacteria	Actinobacteria	Actinomycetales	Cellulomonadaceae	Cellulomonas	Cellulomonas xylanilytica
Actinobacteria	Actinobacteria	Actinomycetales	Cellulomonadaceae	Cellulomonas	Cellulomonas bogoriensis
Actinobacteria	Actinobacteria	Actinomycetales	Cellulomonadaceae	Cellulomonas	Cellulomonas terrae
Actinobacteria	Actinobacteria	Actinomycetales	Cellulomonadaceae	Cellulomonas	Cellulomonas composti
Actinobacteria	Actinobacteria	Actinomycetales	Cellulomonadaceae	Cellulomonas	Cellulomonas chitinilytica
Actinobacteria	Actinobacteria	Actinomycetales	Cellulomonadaceae	Cellulomonas	Cellulomonas aerilata
Actinobacteria	Actinobacteria	Actinomycetales	Cellulomonadaceae	Cellulomonas	Cellulomonas phragmiteti
Actinobacteria	Actinobacteria	Actinomycetales	Cellulomonadaceae	Cellulomonas	Cellulomonas carbonis
Actinobacteria	Actinobacteria	Actinomycetales	Cellulomonadaceae	Cellulomonas	Cellulomonas oligotrophica
Actinobacteria	Actinobacteria	Actinomycetales	Cellulomonadaceae	Cellulomonas	Cellulomonas soli
Actinobacteria	Actinobacteria	Actinomycetales	Cellulomonadaceae	Actinotalea	Cellulomonas fermentans
Actinobacteria	Actinobacteria	Actinomycetales	Cellulomonadaceae	Sediminihabitans	Sediminihabitans luteus
Actinobacteria	Actinobacteria	Actinomycetales	Cellulomonadaceae	Cellulomonas	Cellulomonas massiliensis
Actinobacteria	Actinobacteria	Actinomycetales	Cellulomonadaceae	Cellulomonas	Cellulomonas marina
Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Brevibacterium stationis
Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Corynebacterium glyciniphilum
Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Corynebacterium trachiae
Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Corynebacterium pelargi
Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Corynebacterium uropygiale
Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Corynebacterium seminale
Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Corynebacterium crudilactis
Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Corynebacterium ihumii
Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Corynebacterium jeddahense
Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Corynebacterium pollutisoli
Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Corynebacterium sp.
Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Corynebacterium gottingense
Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Brevibacterium ammoniagenes
Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Corynebacterium bovis
Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Corynebacterium cystitidis
Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Leneelle flavescens
Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Corynebacterium kutscheri
Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Bacterionema matruchotii
Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Corynebacterium minutissimum
Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Corynebacterium mycetoides
Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Corynebacterium pilosum
Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Corynebacterium pseudotuberculosis
Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Corynebacterium renale
Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Corynebacterium striatum
Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Arthrobacter variabilis
Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Corynebacterium xerosis
Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Corynebacterium amycolatum
Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Corynebacterium jeikeium
Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Corynebacterium pseudodiphtheriticum
Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Corynebacterium ulcerans
